idx,model,estimand,gamma_noise,mean,median,true,bias,std,RMSE,RMSE_rel,MAE,MAPE,q025,q975,covering,mean_ind_cover,w_dist,iteration
24_9_0,MWG_rep,dynamic,2.0,3.6797,3.4631999,3.9989798,-0.31928998,0.12642999,0.34341,0.08587,0.62872,0.18322,3.4326215,3.931988,0.0,0.982,1.9968045,24_9
24_9_0,MWG_rep,stoch,2.0,4.70548,4.5209,5.12769,-0.42220998,0.13069999,0.44197997,0.08619,0.5058,0.095759995,4.4580197,4.966118,0.0,0.692,1.9968045,24_9
24_9_1,true_net,dynamic,2.5,4.01391,3.4426198,3.9989798,0.01493,0.01423,0.02062,0.0051599997,0.01493,0.0037099998,3.9855106,4.041826,1.0,1.0,0.30302984,24_9
24_9_1,true_net,stoch,2.5,5.14682,4.9309,5.12769,0.019129999,0.01833,0.02649,0.00517,0.019129999,0.00373,5.110167,5.1828456,1.0,1.0,0.30302984,24_9
24_9_1,obs_net,dynamic,2.5,1.3095,0.60662997,3.9989798,-2.6894798,0.30266,2.70646,0.67679,2.6894798,0.72113997,0.7193143,1.9074247,0.0,0.006,6.388551,24_9
24_9_1,obs_net,stoch,2.5,1.5861299,1.5798099,5.12769,-3.54156,0.34131,3.5579698,0.69387,3.54156,0.68237996,0.9199955,2.25946,0.0,0.0,6.388551,24_9
24_9_1,MWG,dynamic,2.5,3.3975399,3.0871499,3.9989798,-0.60144,0.14936,0.61970997,0.15496999,0.77375,0.20764999,3.1169033,3.668707,0.0,0.932,2.195582,24_9
24_9_1,MWG,stoch,2.5,4.37403,4.19134,5.12769,-0.75365996,0.16538,0.77159,0.15048,0.76440996,0.14562,4.087855,4.674415,0.0,0.506,2.195582,24_9
24_9_1,MWG_rep,dynamic,2.5,3.6396499,3.4537199,3.9989798,-0.35933998,0.13330999,0.38327,0.09584,0.68609,0.19737999,3.3822775,3.8946967,0.0,0.98399997,2.2871492,24_9
24_9_1,MWG_rep,stoch,2.5,4.65441,4.47999,5.12769,-0.47327,0.13378,0.49181998,0.09591,0.54726,0.1025,4.4008613,4.9200554,0.0,0.598,2.2871492,24_9
24_9_2,true_net,dynamic,3.0,4.01368,3.44257,3.9989798,0.014699999,0.014219999,0.02045,0.00511,0.014699999,0.00366,3.9858248,4.041652,1.0,1.0,0.30070946,24_9
24_9_2,true_net,stoch,3.0,5.1465297,4.9306397,5.12769,0.01884,0.01832,0.026279999,0.00512,0.01884,0.0036799998,5.1106176,5.18258,1.0,1.0,0.30070946,24_9
24_9_2,obs_net,dynamic,3.0,1.01511,0.34623,3.9989798,-2.98387,0.36609,3.00624,0.75175,2.98387,0.81253,0.2962609,1.7223046,0.0,0.0019999999,6.8268375,24_9
24_9_2,obs_net,stoch,3.0,1.2565,1.25928,5.12769,-3.8711898,0.41847998,3.89375,0.75935996,3.8711898,0.74834996,0.4320162,2.0679412,0.0,0.0,6.8268375,24_9
24_9_2,MWG,dynamic,3.0,3.52805,3.1740599,3.9989798,-0.47094,0.121819995,0.48643997,0.12164,0.70914996,0.19392,3.3074942,3.7586827,0.0,0.908,2.032123,24_9
24_9_2,MWG,stoch,3.0,4.49469,4.3314,5.12769,-0.63299996,0.16306,0.65366,0.12748,0.65424997,0.12373,4.216078,4.7968173,0.0,0.65,2.032123,24_9
24_9_2,MWG_rep,dynamic,3.0,3.4264,3.27107,3.9989798,-0.57258,0.13306999,0.58783996,0.147,0.76738995,0.20942,3.1660001,3.6930664,0.0,0.986,2.2712598,24_9
24_9_2,MWG_rep,stoch,3.0,4.3301597,4.18187,5.12769,-0.79752,0.14523,0.81064,0.15809,0.81393,0.15234,4.061058,4.6342463,0.0,0.40399998,2.2712598,24_9
24_9_3,true_net,dynamic,3.5,4.0141797,3.4430199,3.9989798,0.015199999,0.01445,0.02097,0.00524,0.015199999,0.00378,3.9859238,4.042262,1.0,1.0,0.30335745,24_9
24_9_3,true_net,stoch,3.5,5.14717,4.93126,5.12769,0.01948,0.01862,0.02694,0.00525,0.01948,0.0037999998,5.1107802,5.1833897,1.0,1.0,0.30335745,24_9
24_9_3,obs_net,dynamic,3.5,0.83529997,0.22005999,3.9989798,-3.1636798,0.45233998,3.19586,0.79916996,3.1636798,0.86916,-0.07504773,1.70598,0.0,0.0019999999,7.111678,24_9
24_9_3,obs_net,stoch,3.5,1.05001,1.05614,5.12769,-4.07768,0.52413,4.11122,0.80177,4.07768,0.78973997,-0.0028934523,2.058289,0.0,0.0,7.111678,24_9
24_9_3,MWG,dynamic,3.5,3.80279,3.4422898,3.9989798,-0.19619,0.09214,0.21675,0.054199997,0.60977,0.18041,3.634956,4.0020304,1.0,0.956,1.7859869,24_9
24_9_3,MWG,stoch,3.5,4.8503,4.66215,5.12769,-0.27739,0.110089995,0.29843,0.058199998,0.41077,0.07851,4.6462207,5.086915,0.0,0.84,1.7859869,24_9
24_9_3,MWG_rep,dynamic,3.5,3.464,3.2546198,3.9989798,-0.53499,0.10934,0.54605,0.13655,0.74004996,0.20467,3.237079,3.6708164,0.0,0.97599995,2.1849253,24_9
24_9_3,MWG_rep,stoch,3.5,4.46981,4.30643,5.12769,-0.65788,0.11411,0.6677,0.13022,0.69196,0.13006,4.251148,4.691848,0.0,0.48,2.1849253,24_9
24_9_4,true_net,dynamic,4.0,4.01405,3.44278,3.9989798,0.01507,0.0144,0.02084,0.00521,0.01507,0.00375,3.9861727,4.0430226,1.0,1.0,0.30346596,24_9
24_9_4,true_net,stoch,4.0,5.147,4.9311,5.12769,0.01931,0.01855,0.02678,0.0052199997,0.01932,0.0037699998,5.1109962,5.1842413,1.0,1.0,0.30346596,24_9
24_9_4,obs_net,dynamic,4.0,0.37754998,-0.20167999,3.9989798,-3.62143,0.54973,3.66292,0.91595995,3.62143,1.0133799,-0.696898,1.435868,0.0,0.0,7.7634606,24_9
24_9_4,obs_net,stoch,4.0,0.50927997,0.51382,5.12769,-4.61841,0.6477,4.66361,0.9095,4.61841,0.89818996,-0.75794095,1.7552617,0.0,0.0,7.7634606,24_9
24_9_4,MWG,dynamic,4.0,3.62376,3.38353,3.9989798,-0.37522998,0.15337,0.40535998,0.10137,0.66161,0.18604,3.2881234,3.8991723,0.0,0.978,2.0420306,24_9
24_9_4,MWG,stoch,4.0,4.6447797,4.47295,5.12769,-0.48290998,0.1556,0.50736,0.09895,0.54403996,0.101959996,4.2806797,4.89527,0.0,0.69799995,2.0420306,24_9
24_9_4,MWG_rep,dynamic,4.0,3.26211,3.06757,3.9989798,-0.73687,0.14515999,0.75102997,0.18780999,0.85205,0.22490999,2.9622812,3.530185,0.0,0.964,2.405732,24_9
24_9_4,MWG_rep,stoch,4.0,4.2132797,4.05484,5.12769,-0.91441,0.13063,0.9237,0.18013999,0.92554,0.17581,3.951011,4.457501,0.0,0.25,2.405732,24_9
25_0_0,true_net,dynamic,2.0,3.3322399,2.80999,3.32794,0.00429,0.010559999,0.011399999,0.00342,0.00993,0.00345,3.311254,3.353057,1.0,1.0,0.27375945,25_0
25_0_0,true_net,stoch,2.0,4.7104597,4.53473,4.70359,0.0068599996,0.01509,0.016579999,0.0035299999,0.0068599996,0.0013799999,4.680624,4.740311,1.0,1.0,0.27375945,25_0
25_0_0,obs_net,dynamic,2.0,1.28001,0.49179,3.32794,-2.04794,0.19937,2.05762,0.61829,2.04794,0.68394,0.8918934,1.6698774,0.0,0.0039999997,6.128532,25_0
25_0_0,obs_net,stoch,2.0,1.66503,1.65484,4.70359,-3.03856,0.24646999,3.0485399,0.64813,3.03856,0.63596,1.1850463,2.1473038,0.0,0.0,6.128532,25_0
25_0_0,MWG,dynamic,2.0,3.3273199,3.0039299,3.32794,-0.00062,0.11401,0.11401,0.034259997,0.48808,0.1945,3.10114,3.5482357,1.0,0.98999995,1.5826277,25_0
25_0_0,MWG,stoch,2.0,4.6272097,4.47209,4.70359,-0.07638,0.119789995,0.14207,0.030199999,0.32303,0.06917,4.3979993,4.849381,1.0,0.90599996,1.5826277,25_0
25_0_0,MWG_rep,dynamic,2.0,2.84214,2.64656,3.32794,-0.48580998,0.12501,0.50163,0.15073,0.65507996,0.22594999,2.6057136,3.0991514,0.0,0.988,2.3138604,25_0
25_0_0,MWG_rep,stoch,2.0,3.92662,3.7763698,4.70359,-0.77698,0.09832,0.78317,0.1665,0.79016995,0.16252999,3.7341914,4.1248016,0.0,0.34399998,2.3138604,25_0
25_0_1,true_net,dynamic,2.5,3.33216,2.80988,3.32794,0.00422,0.01084,0.01163,0.0034999999,0.0098399995,0.00342,3.3109088,3.352908,1.0,1.0,0.27204856,25_0
25_0_1,true_net,stoch,2.5,4.71034,4.53462,4.70359,0.0067499997,0.01547,0.01688,0.0035899999,0.0067499997,0.00136,4.6798654,4.739921,1.0,1.0,0.27204856,25_0
25_0_1,obs_net,dynamic,2.5,1.28605,0.54001,3.32794,-2.04189,0.25755998,2.05808,0.61842,2.0419,0.68052,0.7803871,1.7915376,0.0,0.006,6.2353387,25_0
25_0_1,obs_net,stoch,2.5,1.6690799,1.66485,4.70359,-3.03451,0.31543,3.05086,0.64862,3.03451,0.63501,1.0497148,2.288338,0.0,0.0,6.2353387,25_0
25_0_1,MWG,dynamic,2.5,2.80171,2.4455,3.32794,-0.52624,0.0896,0.53380996,0.1604,0.63904,0.21391,2.622595,2.9674013,0.0,0.972,2.215143,25_0
25_0_1,MWG,stoch,2.5,4.00489,3.84303,4.70359,-0.6987,0.101849996,0.70607996,0.15011999,0.70527,0.14602,3.7981906,4.1939745,0.0,0.538,2.215143,25_0
25_0_1,MWG_rep,dynamic,2.5,2.74647,2.54807,3.32794,-0.58147997,0.10866,0.59154,0.17774999,0.70093995,0.23921,2.5375392,2.9579484,0.0,0.98999995,2.398106,25_0
25_0_1,MWG_rep,stoch,2.5,3.8797698,3.721,4.70359,-0.82383,0.10872,0.83097,0.17667,0.8312,0.17133999,3.6967807,4.126492,0.0,0.332,2.398106,25_0
25_0_2,true_net,dynamic,3.0,3.3321,2.8097498,3.32794,0.00416,0.01074,0.01152,0.0034599998,0.00978,0.00339,3.3108568,3.3529508,1.0,1.0,0.27379072,25_0
25_0_2,true_net,stoch,3.0,4.71025,4.5345798,4.70359,0.00666,0.01535,0.01673,0.0035599999,0.00666,0.00134,4.6798463,4.7400217,1.0,1.0,0.27379072,25_0
25_0_2,obs_net,dynamic,3.0,1.0909799,0.38066,3.32794,-2.23696,0.32362,2.2602499,0.67917,2.23696,0.75583,0.46614724,1.7314848,0.0,0.0039999997,6.599086,25_0
25_0_2,obs_net,stoch,3.0,1.43168,1.42662,4.70359,-3.27192,0.39743,3.29597,0.70072997,3.27192,0.68685,0.6631958,2.2189722,0.0,0.0,6.599086,25_0
25_0_2,MWG,dynamic,3.0,2.73661,2.30057,3.32794,-0.59134,0.09324,0.59863997,0.17988,0.68854,0.22812,2.526924,2.9064229,0.0,0.89,3.837982,25_0
25_0_2,MWG,stoch,3.0,3.89285,3.74402,4.70359,-0.81074,0.11627,0.81903,0.17413,0.81373,0.17084,3.6751082,4.133121,0.0,0.46199998,3.837982,25_0
25_0_2,MWG_rep,dynamic,3.0,3.00809,2.76554,3.32794,-0.31985,0.12637,0.34390998,0.10334,0.54662997,0.19073999,2.7705038,3.263117,0.0,0.99399996,2.099265,25_0
25_0_2,MWG_rep,stoch,3.0,4.1854997,4.03424,4.70359,-0.51809996,0.11373,0.53042996,0.11277,0.5636,0.11425,3.9694543,4.403369,0.0,0.562,2.099265,25_0
25_0_3,true_net,dynamic,3.5,3.3322098,2.80999,3.32794,0.00426,0.01089,0.01169,0.00351,0.00992,0.00344,3.3107762,3.3533845,1.0,1.0,0.27269036,25_0
25_0_3,true_net,stoch,3.5,4.71041,4.53475,4.70359,0.00682,0.015559999,0.01699,0.00361,0.00682,0.00137,4.6798716,4.7405543,1.0,1.0,0.27269036,25_0
25_0_3,obs_net,dynamic,3.5,1.07174,0.40554,3.32794,-2.2562099,0.40682,2.29259,0.68889,2.2562099,0.76337,0.2836989,1.8810941,0.0,0.007999999,6.688345,25_0
25_0_3,obs_net,stoch,3.5,1.41054,1.4066199,4.70359,-3.2930498,0.50556,3.33163,0.70831996,3.2930498,0.69145995,0.43086603,2.418068,0.0,0.0,6.688345,25_0
25_0_3,MWG,dynamic,3.5,3.0206199,2.71463,3.32794,-0.30732998,0.11829,0.3293,0.09895,0.55092996,0.196,2.8051708,3.2722478,0.0,0.98999995,1.9177394,25_0
25_0_3,MWG,stoch,3.5,4.2610397,4.10482,4.70359,-0.44255,0.12924999,0.46104,0.098019995,0.49822,0.10195,4.0437355,4.559864,0.0,0.704,1.9177394,25_0
25_0_3,MWG_rep,dynamic,3.5,2.93224,2.72697,3.32794,-0.39569998,0.11818,0.41296998,0.12408999,0.58498996,0.20667,2.7088313,3.164874,0.0,0.99399996,2.2474,25_0
25_0_3,MWG_rep,stoch,3.5,4.0826697,3.93058,4.70359,-0.62092,0.12314,0.63300997,0.13458,0.65187997,0.13284,3.8440182,4.315035,0.0,0.48,2.2474,25_0
25_0_4,true_net,dynamic,4.0,3.33234,2.80997,3.32794,0.0044,0.0105099995,0.01139,0.00342,0.00987,0.00344,3.3119328,3.3534727,1.0,1.0,0.27284378,25_0
25_0_4,true_net,stoch,4.0,4.71059,4.5349298,4.70359,0.0069999998,0.01502,0.01657,0.0035199998,0.0069999998,0.0014099999,4.6814337,4.7407126,1.0,1.0,0.27284378,25_0
25_0_4,obs_net,dynamic,4.0,0.92271,0.30868,3.32794,-2.40523,0.50183,2.4570298,0.73829997,2.40523,0.82193,-0.05234763,1.9125806,0.0,0.018,6.9634132,25_0
25_0_4,obs_net,stoch,4.0,1.22575,1.21841,4.70359,-3.47785,0.6313,3.53468,0.75149,3.47785,0.73194,0.0007263918,2.473128,0.0,0.0,6.9634132,25_0
25_0_4,MWG,dynamic,4.0,3.39056,3.10565,3.32794,0.06261,0.1454,0.15831,0.047569998,0.48501,0.1962,3.1026134,3.6736505,1.0,0.996,1.9027727,25_0
25_0_4,MWG,stoch,4.0,4.7431097,4.58378,4.70359,0.03952,0.15725,0.16214,0.03447,0.33530998,0.074039996,4.4430323,5.0597663,1.0,0.88799995,1.9027727,25_0
25_0_4,MWG_rep,dynamic,4.0,2.8362598,2.66225,3.32794,-0.49168,0.1213,0.50642,0.15217,0.64028,0.21577999,2.609758,3.0811188,0.0,0.992,2.3390226,25_0
25_0_4,MWG_rep,stoch,4.0,3.9641998,3.82568,4.70359,-0.73938996,0.12337,0.74961,0.15936999,0.75659996,0.1551,3.7411942,4.208982,0.0,0.398,2.3390226,25_0
25_1_0,true_net,dynamic,2.0,3.9677498,3.3971899,3.9452398,0.02251,0.01211,0.025559999,0.00648,0.02251,0.00616,3.9444575,3.9914255,1.0,1.0,0.3088496,25_1
25_1_0,true_net,stoch,2.0,5.35816,5.13347,5.3277597,0.030399999,0.01635,0.03452,0.00648,0.030399999,0.00567,5.3267016,5.390145,1.0,1.0,0.3088496,25_1
25_1_0,obs_net,dynamic,2.0,0.88938,0.07806,3.9452398,-3.0558598,0.22757,3.0643198,0.77671,3.0558598,0.85608,0.44710565,1.3387245,0.0,0.0,7.2152953,25_1
25_1_0,obs_net,stoch,2.0,1.20627,1.2057999,5.3277597,-4.12149,0.27639,4.1307497,0.77533,4.12149,0.76704997,0.6693448,1.7508152,0.0,0.0,7.2152953,25_1
25_1_0,MWG,dynamic,2.0,3.37111,3.00487,3.9452398,-0.57413,0.12595999,0.58779,0.14898999,0.74261,0.20136,3.084806,3.5865877,0.0,0.93399996,2.4790912,25_1
25_1_0,MWG,stoch,2.0,4.64183,4.43779,5.3277597,-0.68592995,0.15149,0.70246,0.13184999,0.70298,0.13014999,4.285689,4.8738437,0.0,0.636,2.4790912,25_1
25_1_0,MWG_rep,dynamic,2.0,3.45328,3.28141,3.9452398,-0.49196,0.14676,0.51339,0.13013,0.74296,0.20533,3.154983,3.737465,0.0,0.99399996,2.0942278,25_1
25_1_0,MWG_rep,stoch,2.0,4.69833,4.53657,5.3277597,-0.62943,0.15403,0.648,0.12163,0.68448997,0.12263,4.35464,4.9733686,0.0,0.51,2.0942278,25_1
25_1_1,true_net,dynamic,2.5,3.96784,3.39728,3.9452398,0.022599999,0.0117999995,0.0255,0.00646,0.022599999,0.0061899996,3.9450588,3.9909306,1.0,1.0,0.30772352,25_1
25_1_1,true_net,stoch,2.5,5.3582897,5.1335697,5.3277597,0.03053,0.015929999,0.03444,0.00646,0.03053,0.00569,5.327523,5.3894715,1.0,0.802,0.30772352,25_1
25_1_1,obs_net,dynamic,2.5,0.74006,-0.039389998,3.9452398,-3.20518,0.28397998,3.2177398,0.8156,3.20518,0.90244997,0.17804945,1.2938162,0.0,0.0,7.5238857,25_1
25_1_1,obs_net,stoch,2.5,1.02684,1.0313,5.3277597,-4.30093,0.34298998,4.31458,0.80982995,4.30093,0.80175,0.34867427,1.6966215,0.0,0.0,7.5238857,25_1
25_1_1,MWG,dynamic,2.5,3.7851498,3.4531698,3.9452398,-0.16008,0.16388999,0.22909999,0.05807,0.61603,0.17797999,3.5027041,4.0922594,1.0,0.97999996,1.7220294,25_1
25_1_1,MWG,stoch,2.5,5.1347,4.94267,5.3277597,-0.19306,0.18026,0.26413,0.04958,0.37337,0.06927,4.796474,5.455694,1.0,0.90199995,1.7220294,25_1
25_1_1,MWG_rep,dynamic,2.5,3.3915899,3.22264,3.9452398,-0.55364996,0.16675,0.57821,0.14656,0.76036,0.2069,3.0875502,3.7205842,0.0,0.98999995,2.155936,25_1
25_1_1,MWG_rep,stoch,2.5,4.7069397,4.52625,5.3277597,-0.62083,0.20571,0.65402,0.12276,0.68283,0.123339996,4.3635664,5.1376853,0.0,0.548,2.155936,25_1
25_1_2,true_net,dynamic,3.0,3.9675598,3.39713,3.9452398,0.022319999,0.01212,0.0254,0.0064399997,0.022319999,0.00612,3.9436455,3.9916563,1.0,1.0,0.3080466,25_1
25_1_2,true_net,stoch,3.0,5.3579197,5.1332097,5.3277597,0.03015,0.01636,0.03431,0.0064399997,0.03015,0.00562,5.325614,5.390458,1.0,1.0,0.3080466,25_1
25_1_2,obs_net,dynamic,3.0,0.65770996,-0.08847,3.9452398,-3.28753,0.34359,3.30543,0.83783,3.28753,0.92855,-0.022479998,1.3352913,0.0,0.0,7.7206793,25_1
25_1_2,obs_net,stoch,3.0,0.92489,0.93296,5.3277597,-4.4028797,0.41788,4.42266,0.83011997,4.4028797,0.8215,0.09899704,1.749784,0.0,0.0,7.7206793,25_1
25_1_2,MWG,dynamic,3.0,3.985,3.7209299,3.9452398,0.039759997,0.20042999,0.20434,0.05179,0.59588,0.18576999,3.6113436,4.3283544,1.0,0.99399996,2.0300512,25_1
25_1_2,MWG,stoch,3.0,5.41458,5.2135696,5.3277597,0.08681,0.23008,0.24590999,0.046159998,0.37285998,0.073979996,4.996218,5.8160577,1.0,0.89,2.0300512,25_1
25_1_2,MWG_rep,dynamic,3.0,3.6524398,3.46769,3.9452398,-0.29279998,0.15032,0.32913,0.08343,0.65542,0.18598999,3.3442461,3.9429631,0.0,0.996,2.1058056,25_1
25_1_2,MWG_rep,stoch,3.0,4.9643297,4.77313,5.3277597,-0.36343,0.14072,0.38972,0.07315,0.48483998,0.08833,4.694705,5.2305894,0.0,0.71,2.1058056,25_1
25_1_3,true_net,dynamic,3.5,3.9679399,3.39742,3.9452398,0.022699999,0.01199,0.02568,0.0065099997,0.022699999,0.00622,3.9443824,3.9912553,1.0,1.0,0.309247,25_1
25_1_3,true_net,stoch,3.5,5.35843,5.13365,5.3277597,0.030669998,0.0162,0.034679998,0.0065099997,0.030669998,0.00572,5.326606,5.389917,1.0,1.0,0.309247,25_1
25_1_3,obs_net,dynamic,3.5,0.13428,-0.59415,3.9452398,-3.8109598,0.40712,3.83264,0.97146,3.8109598,1.0918499,-0.6709,0.9308109,0.0,0.0,8.550521,25_1
25_1_3,obs_net,stoch,3.5,0.27364,0.28518,5.3277597,-5.05412,0.5026,5.07905,0.95331997,5.05412,0.94764,-0.7194935,1.2566957,0.0,0.0,8.550521,25_1
25_1_3,MWG,dynamic,3.5,3.59475,3.33394,3.9452398,-0.35048,0.14994,0.38121,0.09663,0.65615,0.18312,3.3164263,3.880622,0.0,0.988,2.048834,25_1
25_1_3,MWG,stoch,3.5,4.8414297,4.63136,5.3277597,-0.48633,0.17616,0.51725,0.09709,0.54845,0.0995,4.508401,5.147892,0.0,0.746,2.048834,25_1
25_1_3,MWG_rep,dynamic,3.5,3.49207,3.3111,3.9452398,-0.45317,0.13249,0.47213998,0.119669996,0.69807,0.19151999,3.2401376,3.7620533,0.0,0.992,2.2621176,25_1
25_1_3,MWG_rep,stoch,3.5,4.6642,4.48344,5.3277597,-0.66356,0.14162,0.6785,0.12735,0.69615996,0.12537,4.41719,4.967825,0.0,0.49199998,2.2621176,25_1
25_1_4,true_net,dynamic,4.0,3.9678898,3.3974,3.9452398,0.02265,0.0121,0.02568,0.0065099997,0.02265,0.0061999997,3.9442964,3.9918225,1.0,1.0,0.30944926,25_1
25_1_4,true_net,stoch,4.0,5.35835,5.1335597,5.3277597,0.03059,0.016339999,0.034679998,0.0065099997,0.03059,0.0056999996,5.326487,5.390689,1.0,1.0,0.30944926,25_1
25_1_4,obs_net,dynamic,4.0,-0.41461998,-1.1192299,3.9452398,-4.35986,0.50228,4.3887,1.1123999,4.35986,1.26428,-1.3960643,0.5737478,0.0,0.0,9.448934,25_1
25_1_4,obs_net,stoch,4.0,-0.43016,-0.43032,5.3277597,-5.75792,0.62992,5.7922697,1.08719,5.75792,1.08403,-1.6595465,0.80812323,0.0,0.0,9.448934,25_1
25_1_4,MWG,dynamic,4.0,3.7498598,3.5186598,3.9452398,-0.19538,0.15406999,0.24881,0.06307,0.60291,0.1748,3.445295,4.035177,1.0,0.99399996,1.9924363,25_1
25_1_4,MWG,stoch,4.0,5.0993,4.90547,5.3277597,-0.22846,0.1899,0.29707998,0.05576,0.39539,0.07321,4.732315,5.472729,1.0,0.866,1.9924363,25_1
25_1_4,MWG_rep,dynamic,4.0,3.8713598,3.67871,3.9452398,-0.073879994,0.16590999,0.18160999,0.04603,0.58566,0.17742999,3.5724254,4.22012,1.0,0.99399996,2.205296,25_1
25_1_4,MWG_rep,stoch,4.0,5.24286,5.0450697,5.3277597,-0.08491,0.17831999,0.19750999,0.03707,0.39115998,0.074779995,4.9436116,5.645572,1.0,0.816,2.205296,25_1
25_2_0,true_net,dynamic,2.0,4.00042,3.53262,4.0032997,-0.00287,0.01339,0.0137,0.00342,0.0046099997,0.00137,3.9746063,4.026857,1.0,1.0,0.33411747,25_2
25_2_0,true_net,stoch,2.0,5.03884,4.87561,5.04247,-0.00364,0.01687,0.01726,0.00342,0.00364,0.00068999996,5.0062947,5.072133,1.0,1.0,0.33411747,25_2
25_2_0,obs_net,dynamic,2.0,1.5251,0.81285,4.0032997,-2.4782,0.24782999,2.49056,0.62213,2.47994,0.65731996,1.0405279,2.0119364,0.0,0.0019999999,6.1562967,25_2
25_2_0,obs_net,stoch,2.0,1.8435099,1.82817,5.04247,-3.1989598,0.28465,3.2115998,0.63690996,3.1989598,0.62391996,1.2856218,2.401191,0.0,0.0,6.1562967,25_2
25_2_0,MWG,dynamic,2.0,3.55561,3.1799,4.0032997,-0.44768998,0.09156,0.45696,0.114149995,0.67521,0.19094,3.3125808,3.7007596,0.0,0.918,2.067975,25_2
25_2_0,MWG,stoch,2.0,4.3663597,4.19058,5.04247,-0.67612,0.10133,0.68367,0.13558,0.69148,0.13510999,4.1124964,4.539954,0.0,0.562,2.067975,25_2
25_2_0,MWG_rep,dynamic,2.0,3.4853098,3.33122,4.0032997,-0.51799,0.11717,0.53108,0.13266,0.74521,0.21463999,3.2518432,3.7119682,0.0,0.988,2.1956093,25_2
25_2_0,MWG_rep,stoch,2.0,4.36269,4.18571,5.04247,-0.67978,0.102639996,0.68749,0.13633999,0.70765996,0.13722,4.1687775,4.5758085,0.0,0.428,2.1956093,25_2
25_2_1,true_net,dynamic,2.5,4.00069,3.53293,4.0032997,-0.0026099999,0.013239999,0.01349,0.0033699998,0.00445,0.00131,3.9748776,4.026491,1.0,1.0,0.3333646,25_2
25_2_1,true_net,stoch,2.5,5.03917,4.87594,5.04247,-0.0033,0.01668,0.016999999,0.0033699998,0.0033,0.00062999997,5.00663,5.071706,1.0,1.0,0.3333646,25_2
25_2_1,obs_net,dynamic,2.5,1.4612,0.80092996,4.0032997,-2.54209,0.31562,2.56161,0.63988,2.5434,0.6741,0.8291625,2.0747395,0.0,0.0039999997,6.357635,25_2
25_2_1,obs_net,stoch,2.5,1.76781,1.76115,5.04247,-3.2746599,0.36047,3.29444,0.65334,3.2746599,0.63922,1.0470828,2.4692817,0.0,0.0,6.357635,25_2
25_2_1,MWG,dynamic,2.5,3.9066498,3.616,4.0032997,-0.09665,0.11272,0.14848,0.03709,0.58634,0.18921,3.6927395,4.139461,1.0,0.98399997,1.6824847,25_2
25_2_1,MWG,stoch,2.5,4.84522,4.65943,5.04247,-0.19725,0.12967,0.23606,0.046809997,0.36448,0.07265,4.6138105,5.092955,1.0,0.886,1.6824847,25_2
25_2_1,MWG_rep,dynamic,2.5,3.81932,3.6197,4.0032997,-0.18397999,0.13498,0.22817999,0.057,0.62606,0.19658999,3.5768378,4.1154327,1.0,0.99399996,1.8811116,25_2
25_2_1,MWG_rep,stoch,2.5,4.74474,4.55655,5.04247,-0.29773,0.14051,0.32922,0.06529,0.43418998,0.08506,4.4882603,5.0425467,1.0,0.76199996,1.8811116,25_2
25_2_2,true_net,dynamic,3.0,4.00062,3.53293,4.0032997,-0.00268,0.013309999,0.01358,0.00339,0.00457,0.00134,3.9746516,4.0273237,1.0,1.0,0.33550194,25_2
25_2_2,true_net,stoch,3.0,5.0390797,4.8758397,5.04247,-0.0033999998,0.01677,0.01711,0.00339,0.0033999998,0.00064,5.0063744,5.0727234,1.0,1.0,0.33550194,25_2
25_2_2,obs_net,dynamic,3.0,1.11217,0.48227,4.0032997,-2.89112,0.37831,2.9157698,0.72833997,2.89112,0.7779,0.38089076,1.8543965,0.0,0.0019999999,6.8908687,25_2
25_2_2,obs_net,stoch,3.0,1.37461,1.37032,5.04247,-3.6678698,0.43888998,3.6940298,0.73258,3.6678698,0.71942997,0.5255957,2.237251,0.0,0.0,6.8908687,25_2
25_2_2,MWG,dynamic,3.0,3.52032,3.24945,4.0032997,-0.48297998,0.112179995,0.49583,0.123859994,0.6924,0.19744,3.3238628,3.7592485,0.0,0.972,2.2877886,25_2
25_2_2,MWG,stoch,3.0,4.32613,4.14113,5.04247,-0.71634,0.100449994,0.72335,0.14344999,0.72969997,0.14183,4.1365404,4.536133,0.0,0.564,2.2877886,25_2
25_2_2,MWG_rep,dynamic,3.0,3.2642999,3.14204,4.0032997,-0.73899996,0.12258,0.74909997,0.18711999,0.87613,0.23545,3.0172515,3.497169,0.0,0.978,2.4675307,25_2
25_2_2,MWG_rep,stoch,3.0,4.09646,3.91656,5.04247,-0.94601995,0.101689994,0.95146996,0.18868999,0.95519996,0.18453999,3.8911,4.288746,0.0,0.23799999,2.4675307,25_2
25_2_3,true_net,dynamic,3.5,4.00045,3.5326898,4.0032997,-0.0028499998,0.01335,0.01365,0.00341,0.0046,0.00136,3.9744186,4.026301,1.0,1.0,0.33064976,25_2
25_2_3,true_net,stoch,3.5,5.03886,4.87562,5.04247,-0.00361,0.01682,0.017199999,0.00341,0.00361,0.00068999996,5.00606,5.0714297,1.0,1.0,0.33064976,25_2
25_2_3,obs_net,dynamic,3.5,1.11444,0.55153,4.0032997,-2.88886,0.47687998,2.92796,0.73139,2.88886,0.77715,0.17048353,2.044234,0.0,0.006,6.946084,25_2
