idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
26.0,0.61200005,0.61200005,0.619,-0.007,0.015000001,0.011000001,0.034,0.008,0.018000001,0.583,0.64100003,1.0,1.0,Linear_oracle,dynamic
26.0,0.61200005,0.61200005,0.619,-0.007,0.016,0.058000002,0.094000004,0.029000001,0.049000002,0.58100003,0.642,1.0,1.0,GP_oracle,dynamic
26.0,2.5410001,2.5410001,2.575,-0.034,0.063,0.038000003,0.079,0.033,0.059000004,2.4190001,2.6650002,1.0,1.0,Linear_oracle,stoch
26.0,2.512,2.512,2.575,-0.063,0.072000004,0.15400001,0.2,0.071,0.117000006,2.3690002,2.651,1.0,0.99600005,GP_oracle,stoch
26.0,0.467,0.467,0.619,-0.15200001,0.033,0.316,0.32000002,0.238,0.24100001,0.404,0.532,0.0,0.202,Linear_observed,dynamic
26.0,0.44400004,0.44400004,0.619,-0.17500001,0.068,0.37600002,0.407,0.282,0.30800003,0.31100002,0.577,0.0,0.55200005,GP_observed,dynamic
26.0,1.7540001,1.7530001,2.575,-0.82100004,0.117000006,1.0600001,1.0680001,0.85400003,0.85800004,1.526,1.9850001,0.0,0.156,Linear_observed,stoch
26.0,1.7860001,1.7850001,2.575,-0.78900003,0.128,1.125,1.1700001,0.91,0.93200004,1.5380001,2.0370002,0.0,0.30400002,GP_observed,stoch
26.0,0.535,0.53400004,0.619,-0.08400001,0.031000001,0.24000001,0.275,0.18100001,0.21000001,0.47800002,0.59800005,0.0,0.82000005,Linear_3S,dynamic
26.0,2.2110002,2.2080002,2.575,-0.36400002,0.112,0.551,0.62700003,0.43100002,0.49300003,1.9980001,2.436,0.0,0.71400005,Linear_3S,stoch
26.0,0.517,0.51600003,0.619,-0.102000006,0.032,0.246,0.33100003,0.179,0.24000001,0.45600003,0.582,0.0,0.89400005,GP_3S,dynamic
26.0,2.0400002,2.0410001,2.575,-0.535,0.12200001,0.657,0.804,0.555,0.64900005,1.802,2.278,0.0,0.86200005,GP_3S,stoch
