idx,mean,median,true,bias,std,RMSE,RMSE_all,MAE,MAE_all,q025,q975,covering,mean_ind_cover,method,estimand
31.0,0.966,0.966,0.957,0.009000001,0.028,0.013,0.049000002,0.009000001,0.029000001,0.9110001,1.0220001,1.0,1.0,Linear_oracle,dynamic
31.0,0.92700005,0.92800003,0.957,-0.030000001,0.032,0.20300001,0.272,0.061000004,0.098000005,0.86300004,0.98800004,1.0,0.998,GP_oracle,dynamic
31.0,2.5560002,2.5560002,2.532,0.024,0.07300001,0.026,0.085,0.025,0.063,2.413,2.7010002,1.0,1.0,Linear_oracle,stoch
31.0,2.4880002,2.4870002,2.532,-0.044000003,0.078,0.21100001,0.287,0.082,0.132,2.334,2.637,1.0,1.0,GP_oracle,stoch
31.0,0.762,0.76100004,0.957,-0.19500001,0.056,0.44700003,0.453,0.33,0.33600003,0.65400004,0.873,0.0,0.25,Linear_observed,dynamic
31.0,0.58000004,0.58000004,0.957,-0.377,0.072000004,0.582,0.61200005,0.45200002,0.47700003,0.44000003,0.72,0.0,0.43600002,GP_observed,dynamic
31.0,1.9160001,1.9130001,2.532,-0.61600006,0.126,0.89000005,0.90000004,0.683,0.693,1.672,2.1650002,0.0,0.252,Linear_observed,stoch
31.0,2.092,2.091,2.532,-0.44000003,0.14400001,1.026,1.085,0.83800006,0.86800003,1.8140001,2.38,0.0,0.32000002,GP_observed,stoch
31.0,0.753,0.75200003,0.957,-0.20400001,0.048,0.39800003,0.43600002,0.29000002,0.324,0.66400003,0.85200006,0.0,0.74200004,Linear_3S,dynamic
31.0,2.0830002,2.079,2.532,-0.44900003,0.120000005,0.632,0.693,0.49300003,0.54,1.8540001,2.3260002,0.0,0.66200006,Linear_3S,stoch
31.0,0.716,0.71500003,0.957,-0.24100001,0.054,0.448,0.56100005,0.31500003,0.39000002,0.61,0.82400006,0.0,0.88600004,GP_3S,dynamic
31.0,1.9340001,1.9330001,2.532,-0.59800005,0.126,0.74600005,0.887,0.615,0.70400006,1.69,2.183,0.0,0.82800007,GP_3S,stoch
31.0,0.97700006,0.9760001,0.957,0.020000001,0.040000003,0.31800002,0.323,0.25,0.254,0.90000004,1.056,1.0,0.19600001,Linear_1S,dynamic
31.0,0.915,0.91600007,0.957,-0.042000003,0.048,0.384,0.42800003,0.26500002,0.284,0.818,1.0070001,1.0,0.50200003,GP_1S,dynamic
31.0,2.71,2.707,2.532,0.178,0.11100001,0.425,0.441,0.34600002,0.356,2.4950001,2.93,1.0,0.34800002,Linear_1S,stoch
31.0,2.535,2.536,2.532,0.003,0.14600001,0.47000003,0.545,0.32700002,0.37300003,2.2410002,2.8140001,1.0,0.70600003,GP_1S,stoch
86.0,0.629,0.629,0.633,-0.004,0.017,0.023000002,0.041,0.011000001,0.020000001,0.596,0.66300005,1.0,1.0,Linear_oracle,dynamic
86.0,0.62700003,0.62700003,0.633,-0.006,0.018000001,0.141,0.17500001,0.059000004,0.075,0.592,0.66300005,1.0,0.84000003,GP_oracle,dynamic
86.0,2.6550002,2.6550002,2.663,-0.008,0.075,0.014,0.083000004,0.012,0.062000003,2.5080001,2.801,1.0,1.0,Linear_oracle,stoch
86.0,2.6220002,2.6220002,2.663,-0.041,0.07700001,0.41500002,0.45700002,0.16700001,0.194,2.473,2.7700002,1.0,0.94600004,GP_oracle,stoch
86.0,0.47800002,0.47800002,0.633,-0.155,0.037,0.3,0.305,0.21400002,0.21900001,0.40500003,0.549,0.0,0.256,Linear_observed,dynamic
86.0,0.32900003,0.32900003,0.633,-0.30400002,0.057000004,0.41400003,0.44200003,0.32200003,0.34,0.21700001,0.44000003,0.0,0.492,GP_observed,dynamic
86.0,1.7090001,1.71,2.663,-0.95400006,0.12100001,1.184,1.1910001,0.97200006,0.9760001,1.47,1.9460001,0.0,0.106000006,Linear_observed,stoch
